character_a,relation,character_b
X,,Moyo
Moyo,Universal Variant,Zayne
Zayne,Universal Variant,Moyo
Moyo,,Zeph
Zeph,,Moyo
Moyo,,Zero
Zero,,Moyo
Natz,,Persephone
Persephone,,Natz
Natz,"Abuser, handler, bad influence",Pherenix
Pherenix,Victim,Natz
Natz,,Rat
Rat,,Natz
Natz,"General, handler, abuser",Rei
Rei,"Assistant, victim",Natz
Natz,,S
S,,Natz
Natz,,Sierra
Sierra,,Natz
Natz,,Soren
Soren,,Natz
Natz,,Taka
Taka,,Natz
Natz,,Vanessa
Vanessa,,Natz
Natz,,Vi
Vi,,Natz
Natz,Adoptive son,X
X,Adoptive father,Natz
Natz,,Zayne
Zayne,,Natz
Natz,,Zeph
Zeph,,Natz
Natz,,Zero
Zero,,Natz
Persephone,Daughter,Pherenix
Pherenix,Father,Persephone
Persephone,,Rat
Rat,,Persephone
Persephone,Niece,Rei
Rei,Aunt,Persephone
Persephone,,S
S,,Persephone
Persephone,,Sierra
Sierra,,Persephone
Persephone,,Soren
Soren,,Persephone
Persephone,,Taka
Taka,,Persephone
Persephone,,Vanessa
Vanessa,,Persephone
Persephone,,Vi
Vi,,Persephone
Persephone,,X
X,,Persephone
Persephone,,Zayne
Zayne,,Persephone
Persephone,,Zeph
Zeph,,Persephone
Persephone,,Zero
Zero,,Persephone
Pherenix,,Rat
Rat,,Pherenix
Pherenix,Friend,Rei
Rei,Friend,Pherenix
Pherenix,,S
S,,Pherenix
Pherenix,,Sierra
Sierra,,Pherenix
Pherenix,,Soren
Soren,,Pherenix
Pherenix,,Taka
Taka,,Pherenix
Pherenix,,Vanessa
Vanessa,,Pherenix
Pherenix,,Vi
Vi,,Pherenix
Pherenix,,X
X,,Pherenix
Pherenix,,Zayne
Zayne,,Pherenix
Pherenix,,Zeph
Zeph,,Pherenix
Pherenix,,Zero
Zero,,Pherenix
Rat,,Rei
Rei,,Rat
Rat,,S
S,,Rat
Rat,,Sierra
Sierra,,Rat
Rat,,Soren
Soren,,Rat
Rat,,Taka
Taka,Squadmate,Rat
Rat,,Vanessa
Vanessa,,Rat
Rat,,Vi
Vi,,Rat
Rat,,X
X,,Rat
Rat,,Zayne
Zayne,,Rat
Rat,,Zeph
Zeph,,Rat
Rat,"Squadmate, spouse",Zero
Zero,"Squadmate, spouse",Rat
Rei,,S
S,,Rei
Rei,,Sierra
Sierra,,Rei
Rei,,Soren
Soren,,Rei
Rei,,Taka
Taka,,Rei
Rei,,Vanessa
Vanessa,,Rei
Rei,,Vi
Vi,,Rei
Rei,,X
X,,Rei
Rei,,Zayne
Zayne,,Rei
Rei,,Zeph
Zeph,,Rei
Rei,,Zero
Zero,,Rei
S,,Sierra
Sierra,,S
S,,Soren
Soren,,S
S,,Taka
Taka,,S
S,,Vanessa
Vanessa,,S
S,,Vi
Vi,,S
S,,X
X,,S
S,,Zayne
Zayne,,S
S,,Zeph
Zeph,,S
S,,Zero
Zero,,S
Sierra,,Soren
Soren,,Sierra
Sierra,,Taka
Taka,,Sierra
Sierra,,Vanessa
Vanessa,,Sierra
Sierra,,Vi
Vi,,Sierra
Sierra,,X
X,,Sierra
Sierra,,Zayne
Zayne,,Sierra
Sierra,,Zeph
Zeph,,Sierra
Sierra,,Zero
Zero,,Sierra
Soren,,Taka
Taka,,Soren
Soren,,Vanessa
Vanessa,,Soren
Soren,,Vi
Vi,,Soren
Soren,,X
X,,Soren
Soren,Squadmate,Zayne
Zayne,Squadmate,Soren
Soren,,Zeph
Zeph,,Soren
Soren,,Zero
Zero,,Soren
Taka,,Vanessa
Vanessa,,Taka
Taka,,Vi
Vi,,Taka
Taka,,X
X,,Taka
Taka,,Zayne
Zayne,,Taka
Taka,,Zeph
Zeph,,Taka
Taka,,Zero
Zero,,Taka
Vanessa,,Vi
Vi,,Vanessa
Vanessa,,X
X,,Vanessa
Vanessa,,Zayne
Zayne,,Vanessa
Vanessa,,Zeph
Zeph,,Vanessa
Vanessa,,Zero
Zero,,Vanessa
Vi,"Lover, victim",X
X,"Lover, abuser",Vi
Vi,,Zayne
Zayne,,Vi
Vi,Harrasser,Zeph
Zeph,Victim,Vi
Vi,,Zero
Zero,,Vi
X,,Zayne
Zayne,,X
X,Living self,Zeph
Zeph,Dead self,X
X,,Zero
Zero,,X
Zayne,,Zeph
Zeph,,Zayne
Zayne,,Zero
Zero,,Zayne
Zeph,,Zero
Zero,,Zeph
